gene_id,symbol,biotype,logFC,logCPM,F,PValue,FDR,regulation
ENSG00000144136,SLC20A1,protein_coding,-1.36163394361825,7.63733713536701,103.44593213297,6.49081499027454e-09,2.20982746714347e-06,Down
ENSG00000178685,PARP10,protein_coding,-1.36794817276883,4.33621603740944,10.3693927703536,0.00475914261438864,0.0478469505795583,Down
ENSG00000156453,PCDH1,protein_coding,-1.37508184852189,4.79800265162711,29.8189951775144,3.42098646442973e-05,0.00127478550341187,Down
ENSG00000163840,DTX3L,protein_coding,-1.37735808248494,6.16834434958871,50.6754316813665,1.19815991282428e-06,0.00010944167984212,Down
ENSG00000160932,LY6E,protein_coding,-1.38617605143338,7.21055592569678,30.0708207580018,3.32895513397245e-05,0.00125371820142125,Down
ENSG00000188313,PLSCR1,protein_coding,-1.42625079999606,7.23762277690643,25.4821299238812,8.4320855806608e-05,0.0025466258467399,Down
ENSG00000225138,SLC9A3-AS1,lncRNA,-1.44739266442283,5.88235800962638,14.6459350992852,0.00123962776761744,0.0182055136852052,Down
ENSG00000177337,DLGAP1-AS1,lncRNA,-1.4581414136838,4.1545860942092,48.8975129431049,0.000106611594734124,0.002978141275402,Down
ENSG00000125965,GDF5,protein_coding,-1.46355897419817,4.78655316424687,81.525391677327,3.99655135767553e-08,8.80416754970285e-06,Down
ENSG00000138496,PARP9,protein_coding,-1.4661976662072,5.98789431685532,79.6159986488422,4.77086147710282e-08,9.92604235097225e-06,Down
ENSG00000105559,PLEKHA4,protein_coding,-1.49535863138627,4.5739963694139,19.5162702409812,0.000334027339512965,0.00716226992880205,Down
ENSG00000144063,MALL,protein_coding,-1.54609113775459,4.35086457273197,111.580667782515,5.48681340124863e-09,1.95696344644535e-06,Down
ENSG00000185880,TRIM69,protein_coding,-1.55097585362295,5.84669293065801,109.416263259091,4.18999668093646e-09,1.5691537570107e-06,Down
ENSG00000130589,HELZ2,protein_coding,-1.58833019749502,5.49005574730344,18.0278116396539,0.00048849691328128,0.00955311195946942,Down
ENSG00000085117,CD82,protein_coding,-1.60314444861026,5.60785492445807,55.3373058974682,6.64563175527269e-07,7.21388142710036e-05,Down
